dest_id,address,geoRef.lat,geoRef.lng
410,"Avenida Revolución 2000 M4, Plaza Revoluci, Buenos Aires, Monterrey, Nuevo Leon",25.565014,-100.222352
411,"Avenida Revolución 2703, Ladrillera, 64830 Monterrey, N.L.",25.5651542,-100.2777165
412,"Avenida Revolución 2703, Ladrillera, 64830 Monterrey, N.L.",25.5651542,-100.2777165
413,"Avenida Revolucion 2703, Ladrillera, Monterrey N.L",25.56529,-100.2779648
414,"Avenida revolucion 2703, ladrillera, monterrey nl",25.5653186,-100.2802963
415,"Avenida Revolución 2703, Ladrillera, Monterrey, N.L. Dpto 307",25.5653361,-100.275675
416,"Avenida Revolución 2703, Ladrillera, Monterrey, Nuevo Leon",25.5653361,-100.2778637
417,"Avenida Revolución 2703, Ladrillera, Monterrey, Nuevo Leon",25.565395,-100.2716109
418,"Avenida Revolución 2703, Ladrillera, Monterrey, Nuevo Leon",25.5654795,-100.2785155
419,"Avenida Revolución 2703, Sin Nombre de Colonia 45, Monterrey, Nuevo Leon",25.5655247,-100.2708837
420,"avenida revolución 2703,Ladrillera,Monterrey,Nuevo León,México",25.5655853,-100.2573003
421,"avenida revolución sur 635,Residencial la Española,Monterrey,Nuevo León,México",25.5656518,-100.2796842
422,"Avenida revolucion, colonia ladrillera, dpto. 623, monterrey nl",25.5656518,-100.2796842
423,"Avenida Ricardo Margain Zozaya 150, Privada Santa Engracia, 66267 San Pedro Garza García, N.L.",25.565811,-100.276175
424,"Avenida Ricardo Margain Zozaya 214, Santa Engracia, San Pedro Garza García, Nuevo Leon",25.565892,-100.229984
425,"Avenida Ricardo Margain Zozaya 271, Santa Engracia, San Pedro Garza García, Nuevo Leon",25.5659192,-100.2240794
426,"Avenida Ricardo Margain Zozaya 271, Santa Engracia, San Pedro Garza García, Nuevo Leon",25.56605187,-100.2801633
427,"Avenida Ricardo Margain Zozaya 315, Zona Santa Engracia, San Pedro Garza García, N.L.",25.5660521,-100.2801636
428,"Avenida Rio Nilo 433, Misión de Huinala, Ciudad Apodaca, Nuevo Leon",25.566058,-100.230633
429,"Avenida Roberto Garza Sada 1000, Carrizalejo, San Pedro Garza García, Nuevo Leon",25.5660599,-100.2736854
430,"Avenida Roberto Garza Sada 1000, Zona Residencial Chipinque, San Pedro Garza García, N.L. Departamento 305",25.5660599,-100.2736854
431,"Avenida Roberto Garza Sada 101, Carrizalejo, San Pedro Garza García, N.L.",25.566114,-100.240495
432,"Avenida Roberto Garza Sada 101B, Constituyentes de Queretaro 2do Sector, San Nicolás de los Garza, Nuevo Leon",25.5661834,-100.2750558
433,"Avenida Roberto Garza Sada 109B, Bosques del Valle 5o Sector, San Pedro Garza García, Nuevo Leon",25.5661965,-100.2402381
434,"Avenida Roberto Garza Sada 124-42, Balcones del Valle, San Pedro Garza García, Nuevo Leon",25.5661965,-100.2402381
435,"Avenida Roberto Garza Sada 202, Lomas del Valle, Monterrey, N.L.",25.56638715,-100.2300783
436,"Avenida Roberto Garza Sada 202, Lomas del Valle, Monterrey, N.L.",25.566417,-100.225424
437,"Avenida Roberto Garza Sada 207, Zona Tampiquito, Balcones del Valle, San Pedro Garza García, Nuevo Leon",25.566486,-100.22612
438,"Avenida Roberto Garza Sada 334, Bosques Del Valle, Bosques del Valle Ampliación 5o Sector, San Pedro Garza García, Nuevo Leon",25.5665079,-100.230039
439,"Avenida Roberto Garza Sada 401, Carrizalejo, San Pedro Garza García, N.L., México",25.5665079,-100.230039
440,"Avenida Roberto Garza Sada 401, Carrizalejo, San Pedro Garza García, Nuevo Leon",25.5665315,-100.2760386
441,"Avenida Roberto Garza Sada 457, Carrizalejo, San Pedro Garza García, Nuevo Leon",25.5665399,-100.2750638
442,"Avenida Roberto Garza Sada 900, Carrizalejo, San Pedro Garza García, Nuevo Leon",25.5665399,-100.2750638
443,"Avenida Rodrigo Gómez 6006, Valle del Topo Chico, Monterrey, Nuevo Leon",25.5668208,-100.2749942
444,"Avenida Rómulo Garza 555, Vivenza, Sin Nombre de Colonia 33, San Nicolás de los Garza, Nuevo León",25.5668758,-100.2346325
445,"Avenida Rómulo Garza 917, Constituyentes de Queretaro 4to Sector, San Nicolás de los Garza, Nuevo Leon",25.566876,-100.234633
446,"Avenida Ruiz Cortines 132, vista montaña",25.5668852,-100.2349887
447,"Avenida Ruiz Cortines 3541, Mitras Norte, Monterrey, N.L., México",25.56689934,-100.2268756
448,"Avenida Ruiz Cortines 5953, Valle Verde 2 Sector, Monterrey, Nuevo Leon",25.5670123,-100.2346813
449,"Avenida San Agustin 901,Colorines, San Pedro garza Garcia.  (entre lirios y azuzena)  Es un porton, ahi lo pueden dejar a su nombre/ gushers, skittles y sour patch",25.5671019,-100.275136
450,"avenida San Agustín,Residencial San Agustín Segundo Sector,San Pedro Garza García,Nuevo León,México",25.567124,-100.2460113
451,"Avenida San Jerónimo 1002, Monterrey, Nuevo Leon",25.5671264,-100.2460126
452,"Avenida San Jerónimo 205b, Monterrey, Nuevo Leon, Mexico",25.56721736,-100.2347336
453,"Avenida San Jerónimo 810, San Jeronimo, Monterrey, N.L.",25.5672186,-100.2369127
454,"Avenida San José 2853, San Jorge, Monterrey, N.L.",25.5672193,-100.2360893
455,"Avenida San José 5446, Villa Mitras, Monterrey, Nuevo Leon",25.5672841,-100.2295448
456,"Avenida San Nicolás 3500, Vidriera, Monterrey, N.L.",25.5673,-100.229967
457,"Avenida San Pío X 516, Pío X, Monterrey, N.L., México",25.567337,-100.22357
458,"Avenida Santa Barbara 116, Capellania, Apodaca, Nuevo Leon",25.5673454,-100.2290668
459,"Avenida Santa Barbara 240, Zona Los Callejones, San Pedro, N.L.",25.5673836,-100.2746161
460,"Avenida Santa Barbara 242, Zona Los Callejones, Monterrey, Nuevo Leon ",25.56738475,-100.2351267
461,"Avenida Santa Barbara 242, Zona Los Callejones, Monterrey, Nuevo Leon ",25.56739399,-100.2369038
462,"Avenida Santa Barbara 245, Zona Los Callejones, Monterrey, Nuevo Leon",25.5674206,-100.2574094
463,"Avenida Santa Barbara 250, Casco Urbano, San Pedro Garza García, N.L.",25.567458,-100.23105
464,"Avenida Santa Barbara 250, Zona Los Callejones, Monterrey, Nuevo Leon",25.56747777,-100.2747676
465,"Avenida Santa Barbara 250, Zona Los Callejones, Monterrey, Nuevo Leon",25.5674778,-100.2747675
466,"Avenida Santa Barbara 250, Zona Los Callejones, Monterrey, Nuevo Leon",25.5674824,-100.2293258
467,"Avenida Santa Barbara 264, Zona Los Callejones, Monterrey, Nuevo León",25.5675248,-100.2570827
468,"Avenida Santa Barbara 315, Zona Los Callejones, San Pedro Garza García, N.L.",25.567532,-100.279393
469,"Avenida Santa Barbara 321-8, Zona Los Callejones, Monterrey, Nuevo León",25.567532,-100.279393
470,"Avenida Santa Barbara 405, Casco Urbano, San Pedro Garza García, N.L.",25.5675707,-100.2331811
471,"Avenida Santa Barbara 521, Zona Los Callejones, San Pedro Garza García, Nuevo Leon",25.5676422,-100.2794257
472,"Avenida Santa Barbara 573, san pedro garza garcia",25.5676422,-100.2794257
473,"Avenida Santa Clara 806, Fuentes de Santa Lucia, Monterrey, N.L., México",25.5676423,-100.2794256
474,"Avenida santa cruz 123, colonia santa cruz, san pedro garza garcia NL",25.5676432,-100.2291595
475,"Avenida Santa Rosa de Lima 1462, Residencial Santa María, Guadalupe, N.L., México",25.567709,-100.279347
476,"Avenida Santa Rosa de Lima 1544, Santa María, Guadalupe, N.L.",25.5678946,-100.2373022
477,"Avenida Sendero Divisorio 442, La Nogalera 3er Sector, General Escobedo, Nuevo Leon, Mexico",25.5679622,-100.2295911
478,"Avenida Sevilla 812, Jardines de San Agustín 3ER Sector, San Pedro Garza García, Nuevo Leon",25.5679893,-100.2769236
479,"Avenida sierra 21, colonia sierra madre, san pedro nl",25.56800628,-100.2783592
480,"Avenida Sierra Alta 125, Las Jacarandas, Monterrey, Nuevo Leon",25.5680065,-100.2783594
481,"Avenida Simón Bolívar 1208, Mitras Centro, 64460 Monterrey, N.L., México",25.5680065,-100.2783594
482,"Avenida Simón Bolívar 1809, Mitras Centro, 64460 Monterrey, Nuevo Leon",25.5681039,-100.0204632
483,"Avenida Simón Bolívar 789, Mitras Centro, Monterrey, Nuevo Leon",25.5681301,-100.2298255
484,"Avenida Tamaulipas 540, Nuevo Apodaca, Apodaca, N.L.",25.568155,-100.222821
485,"Avenida Teléfonos 211, Lomas del Pedregal, Apodaca, N.L.",25.5682822,-100.2247681
486,"Avenida Tlachicuerias 1014, Los Naranjos 1er Sector, San Nicolás de los Garza, Nuevo Leon",25.56839448,-100.230145
487,"Avenida Tlachicuerias 610, Arboledas de Santo Domingo, San Nicolás de los Garza, Nuevo Leon",25.56839448,-100.230145
488,"Avenida Tlachicuerias 621, Arboledas de Santo Domingo, San Nicolás de los Garza, Nuevo Leon",25.56846978,-100.2320226
489,"Avenida torres norte 300 bosques la huasteca, santa catarina nl",25.5685312,-100.2353296
490,"Avenida Torres Norte 300, Santa Catarina, Nuevo Leon",25.568554,-100.257188
491,"avenida univercidad 303,El Roble,San Nicolás de los Garza,Nuevo León,México",25.5685561,-100.2353136
492,"Avenida Universidad 13, Niños Héroes, Ciudad Universitaria, San Nicolás, N.L., México, San Nicolás",25.56856989,-100.273921
493,"Avenida Universidad 303, Roble 2do Sector, 66450 Monterrey, N.L., México",25.5687122,-100.2347946
494,"Avenida Universidad 303, Roble 2do Sector, 66450 Monterrey, N.L., México, Monterrey",25.5688439,-100.2314221
495,"avenida universidad 303,El Roble,San Nicolás de los Garza,Nuevo León,México",25.568851,-100.2356772
496,"Avenida Universidad 508B, Chapultepec, 66450 San Nicolás de los Garza, N.L., Mexico",25.5688685,-100.2742538
497,"Avenida Universidad 6000, Zapopan, Jal. Interior 10",25.5688685,-100.2742538
498,"Avenida Universidad SN-S, Anáhuac, 66450 San Nicolás de los Garza, N.L., México, San Nicolás de los Garza",25.5690465,-100.2335545
499,"avenida valle de san angel 146 depto 5,Zona Residencial Chipinque,San Pedro Garza García,Nuevo León,México",25.5690465,-100.2335545
500,"avenida valle de san angel,Comercial Alpino Chipinque,San Pedro Garza García,Nuevo León,México",25.5691256,-100.2349871
501,"Avenida Valle Sol 2001, Valle del Sol, San Nicolás de los Garza, N.L.",25.56913364,-100.234972
502,"Avenida Vasconcelos 1501,Valle Del Mezquite,San Pedro Garza García,Nuevo León,México",25.5692654,-100.2753892
503,"Avenida Vasconcelos 154, santa Engracia, San pedro garza garcia",25.5692938,-100.2268625
504,"Avenida Verona 621, Las Lomas Sector Jardines, Villas del Poniente, Nuevo Leon",25.56931011,-100.2793939
505,"Avenida Villa de San Carlos 501, Misión Real, Ciudad Apodaca, Nuevo Leon",25.56931041,-100.2332032
506,"Avenida Vista Real 100, Zona Loma Larga Oriente, Monterrey, N.L.",25.5694625,-100.2423652
507,"Avenida Vista Real 543, Valle Oriente, 66266 San Pedro Garza García, N.L., Mexico",25.5694799,-100.2259802
508,"Avenida Vista Real 543, Valle Oriente, 66266 San Pedro Garza García, N.L., México",25.56948,-100.22598
509,"Avenida Vista Real 543, Valle Oriente, 66266 San Pedro Garza García, N.L., México, San Pedro Garza García",25.5694908,-100.2313602
510,"Avenida Vista Real 543, Valle Oriente, 66266 San Pedro Garza García, N.L., México, San Pedro Garza García",25.5694908,-100.2313602
511,"AVENIDA VIVENTZA 802, VIVENTZA, SAN NICOLAS ",25.5694908,-100.2313602
512,"Avenida Zapopan 283A, Los Altos, Monterrey, Nuevo Leon",25.5695516,-100.2260445
513,"Avenida Zapopan 283b, Los Altos, Monterrey, N.L.",25.5695516,-100.2260445
514,"Avenida. Gonzalitos 235, Mitras Centro, 64460 Monterrey, N.L., México, Monterrey",25.5695516,-100.2260445
515,"Avenue Paseo de San Luis 114, Misión de Guadalupe, Guadalupe, N.L.",25.569557,-100.244005
516,"Avenue Paseo de San Luis 114, Misión de Guadalupe, Guadalupe, N.L.",25.5696113,-100.2440674
517,"Avestruces 317, San Jerónimo 4o. Sector, 64634 Monterrey, N.L., Mexico",25.5696113,-100.2440674
518,"Avestruces 400, San Jerónimo 4o. Sector, Monterrey, Nuevo Leon, Mexico",25.5696177,-100.2321041
519,"Aviana 532, Colonia, 66057 Cd Gral Escobedo, N.L., México, Ciudad General Escobedo",25.56961861,-100.2427596
520,"Aviana Club Deportivo, Aviana 532, Colonia, 66057 Cd Gral Escobedo, N.L.",25.5696752,-100.2731894
521,Avignon,25.5696763,-100.2343296
522,"Ávila 390, Gonzalitos, 64020 Monterrey, N.L., México",25.5696835,-100.2359141
523,"Avilés 301, Nueva Galicia, Monterrey, Nuevo Leon",25.569726,-100.244133
524,"Avilés 403, Nueva Galicia, 64160 Monterrey, N.L., México",25.5697729,-100.2734756
525,"Avilés 403, Nueva Galicia, 64160 Monterrey, N.L., México",25.569804,-100.244204
526,AVIÑON,25.5698361,-100.2753252
527,aviñon,25.5698595,-100.2804844
528,aviñon,25.56986857,-100.2265099
529,"AVINON  105, CERRADAS DE CONCORDIA, APODACA",25.5699331,-100.2274722
530,"Aviñon 138
Fracc. Monticello
66036 Garcia NL
México
",25.5699396,-100.2264167
531,"Aviñon 138
Fracc. Monticello
66036 Garcia NL
México
",25.5699396,-100.2264167
532,"aviñon 312, dominio cumbres, fraccionamiento Montichello",25.56993965,-100.2264167
533,"Aviñon, Dominio Cumbres, N.L.",25.570062,-100.231198
534,"Avita Anáhuac, Los Banos 116, Sin Nombre de Colonia 20, San Nicolás de los Garza, Nuevo Leon",25.5700864,-100.2255924
535,"AVOCETA 5506,MONTERREY",25.57012398,-100.2738534
536,"Axayacatl 420, Cooperativa la Unión, 66129 Santa Catarina, N.L.",25.57012398,-100.2738534
537,"AYLLON 1009 COLONIA RESIDENCIAL DE LA SIERRA , MONTERREY ",25.570141,-100.274902
538,"Ayllon 1015, Monterrey, Nuevo Leon ",25.5701459,-100.2302115
539,"Ayutla 1121, Nuevo Repueblo, 64700 Monterrey, N.L., Mexico",25.5701655,-100.2802795
540,"Ayutla 1121, Nuevo Repueblo, 64700 Monterrey, N.L., Mexico",25.5702303,-100.2742275
541,"Ayutla 1302, Nuevo Repueblo, Monterrey, N.L., México",25.57024253,-100.2744335
542,Azafrán,25.5703721,-100.2793863
543,"Azafrán 1209, Colonia Tres Caminos, Sin Nombre de Colonia 67, Guadalupe, Nuevo Leon",25.57039798,-100.2733331
544,"Azafrán 136, Privadas del Sauce, General Escobedo, N.L.",25.5704114,-100.2306684
545,"azafran 427,3 Caminos,Guadalupe,Nuevo León,México",25.5704311,-100.2344764
546,"Azalea 5510, Valle Verde, 64117 Monterrey, N.L., México",25.5704311,-100.2344764
547,"Azalea 5604, Valle de Infonavit, 64350 Monterrey, N.L.",25.57044032,-100.2801868
548,Azores,25.57047208,-100.236613
549,"Azores 430, Sin Nombre de Colonia 26, Monterrey, Nuevo León",25.5704723,-100.236613
550,"Azores 725, Vista Hermosa, 64620 Monterrey, N.L., Mexico",25.5705047,-100.279538
551,"Azores 725, Vista Hermosa, Monterrey, Nuevo Leon",25.5705047,-100.279538
552,"Azores 772, Vista Hermosa, 64620 Monterrey, N.L., México",25.5705064,-100.2805112
553,"Azores 870, Vista Hermosa, Monterrey, Nuevo León",25.5705138,-100.2345052
554,"Azores 879, Sin Nombre de Colonia 26, Monterrey, N.L. Dpto 1",25.570514,-100.230658
555,"Azores 893, Vista Hermosa, 64620 Monterrey, N.L., México, Monterrey",25.57053619,-100.2253286
556,"Aztlán 209, Colinas de San Angel, San Pedro Garza García, Nuevo Leon",25.5706423,-100.2782084
557,"Azucena 110, Fresnos VIII, Ciudad Apodaca, N.L.",25.5707033,-100.2740446
558,"Azucena 118, Miraflores, 66410 San Nicolás de los Garza, N.L., México, San Nicolás de los Garza",25.57073415,-100.2297631
559,"Azucena 213, Miraflores, San Nicolás de los Garza, N.L.",25.5707342,-100.2319517
560,"Azucena 232, Prados del Nogalar, San Nicolás de los Garza, N.L.",25.5707342,-100.229763
561,"Azucena 316, Prados del Nogalar, San Nicolás de los Garza, Nuevo León",25.5707422,-100.2740052
562,"Azucena 333, Prados del Nogalar, San Nicolás de los Garza, N.L.",25.570763,-100.229057
563,"Azucena 443,Bosques del Poniente,Santa Catarina,Nuevo León,México",25.5707706,-100.2339712
564,"Azucena 443,Bosques del Poniente,Santa Catarina,Nuevo León,México",25.5707725,-100.2734224
565,"Azucena 443,Bosques del Poniente,Santa Catarina,Nuevo León,México",25.57078449,-100.2297516
566,"Azucena 449, Jardines de Escobedo III, 66058 Cd Gral Escobedo, N.L., Mexico",25.57082095,-100.2714675
567,"Azucena 449, Jardines de Escobedo III, 66058 Cd Gral Escobedo, N.L., México, Ciudad General Escobedo",25.5709411,-100.2275922
568,"Azucena 449, Jardines de Escobedo III, 66058 Cd Gral Escobedo, N.L., México, Ciudad General Escobedo",25.57097926,-100.2365989
569,"Azucena 449, Jardines de Escobedo III, 66058 Cd Gral Escobedo, N.L., México, Ciudad General Escobedo",25.57099892,-100.2739145
570,"Azucenas 510, Industrias del Vidrio Oriente, San Nicolás de los Garza, Nuevo León",25.5711568,-100.2375555
571,"AZUCENO 119 , Col. QUINTA REAL, C.P.66607, APODACA, Nuevo León, México",25.5711651,-100.2257333
572,"Azufre 107, Valle del Mezquital, San Nicolás de los Garza, Nuevo Leon",25.5711651,-100.2257333
573,"Azul 610, Sin Nombre de Col 51, Monterrey, N.L.",25.5713248,-100.2269341
574,"Azul, Sin Nombre de Colonia 51, Monterrey, Nuevo León, México",25.5713248,-100.2269341
575,"azulejos 581,San Jemo,Monterrey,Nuevo León,México",25.57141477,-100.274056
576,"Azurita 1019, Los Naranjos 1er Sector, 66448 San Nicolás de los Garza, N.L.",25.571484,-100.235025
577,"Azurita 1035, Los Naranjos 1er Sector, 66448 San Nicolás de los Garza, N.L., México",25.57154905,-100.2719156
578,"Azurita 907A, Los Naranjos 1er Sector, San Nicolás de los Garza, Nuevo Leon",25.57162043,-100.2374415
579,"Azurita 911, Los Naranjos 1er Sector, San Nicolás de los Garza, Nuevo Leon",25.571626,-100.2744172
580,"Azurita 926, Los Naranjos 1er Sector, San Nicolás de los Garza, Nuevo Leon",25.5716551,-100.2258746
581,"Azurita 947B, Los Naranjos 1er Sector, San Nicolás de los Garza, Nuevo Leon",25.571711,-100.234328
582,"B, Tlaxcala 606, Independencia, 64720 Monterrey, N.L., México, Monterrey",25.5717364,-100.015411
583,"B. de Bolonia 304, Bosques del Valle 2o Sector, 66250 San Pedro Garza García, N.L.",25.5717364,-100.015411
584,"B. de Bolonia 421, Bosques del Valle 2o Sector, 66250 San Pedro Garza García, N.L., México",25.57182443,-100.2343846
585,"B. de Los Encinos 401, Bosques de Anáhuac, San Nicolás de los Garza, Nuevo Leon",25.5718465,-100.2734828
586,"Bachilleres 103, Tecnológico, 64700 Monterrey, N.L., México, Monterrey",25.571847,-100.273483
587,"Bachilleres 103, Tecnológico, Monterrey, Nuevo Leon",25.5718664,-100.2373532
588,"Bachilleres 117, Tecnológico, 64700 Monterrey, N.L.",25.5719661,-100.2780463
589,"Bachilleres 117, Tecnológico, 64700 Monterrey, N.L., México",25.5720155,-100.2352913
590,"Bachilleres 196, Tecnológico, Monterrey, Nuevo Leon",25.5720451,-100.2360789
591,"Bacio 106, Renacimiento, Colonia Miguel Hidalgo, 64925 Monterrey, N.L., México",25.572157,-100.2267613
592,"Bacio 106, Renacimiento, Colonia Miguel Hidalgo, 64925 Monterrey, N.L., México, Monterrey",25.572157,-100.2267613
593,"Bacum 347, Las Sabinas, 67169 Guadalupe, N.L., México",25.572157,-100.226761
594,"Bagdad  66480 1227, Bosques del Nogalar, Calle Bagdad, Bosques del Nogalar, San Nicolás de los Garza, N.L., México",25.57216,-100.271969
595,"bagdad 1212,Bosques del Nogalar,San Nicolás de los Garza,Nuevo León,México",25.5722408,-100.2357985
596,"Bahamas 237, Vista Hermosa, 64620 Monterrey, N.L.",25.5722478,-100.2840155
597,"Bahamas 239, Vista Hermosa, 64620 Monterrey, N.L., México",25.5723197,-100.2340452
598,"Bahía Algeciras 3304, Rincon De La Primavera, 64835 Monterrey, N.L.",25.57232405,-100.2358242
599,"Bahía Algeciras 3306A, Rincon De La Primavera, 64835 Monterrey, N.L.",25.57242,-100.277682
600,"Bahía Algeciras 3400, Rincon De La Primavera, Monterrey, Nuevo Leon",25.57242,-100.277682
601,"Bahía Algeciras 3408, Rincon De La Primavera, 64835 Monterrey, N.L., México",25.5724485,-100.2334436
602,"Bahía Algeciras 3408, Rincon De La Primavera, 64835 Monterrey, N.L., México",25.5724961,-100.2433394
603,"Bahía Algeciras 3408, Rincon De La Primavera, 64835 Monterrey, N.L., México",25.572565,-100.272421
604,"Bahía Blanca 3742, Rincon De La Primavera, 64835 Monterrey, N.L., México",25.57260696,-100.2381553
605,"Bahía Blanca 3742, Rincon De La Primavera, Monterrey, Nuevo Leon",25.57260696,-100.2381553
606,"Bahía Blanca 3800, Rincon De La Primavera, Monterrey, N.L. ",25.572607,-100.2381555
607,"Bahía Blanca 3809, Rincon De La Primavera, 64835 Monterrey, N.L., México, Monterrey",25.5727283,-100.2361852
608,"Bahía Blanca 3832, Rincon De La Primavera, Monterrey, Nuevo Leon",25.5727321,-100.0227359
609,"bahia de algueciras 3408,Rincón de la Primavera,Monterrey,Nuevo León,México",25.57285405,-100.2469184
610,"Bahía de Biafra 3777, Rincon De La Primavera, Monterrey, Nuevo León",25.5728777,-100.2816156
611,"Bahía de Biafra 3785, Rincon De La Primavera, 64835 Monterrey, N.L.",25.572882,-100.235269
612,"bahía de Guantánamo  3733, Rincón de la Primavera, Bahía Guantánamo, Rincon De La Primavera, Monterrey, N.L., México",25.5729116,-100.2791831
613,"BAHIA DE GUANTANAMO 3425 COLONIA RINCON DE LA PRIMAVERA  , MONTERREY ",25.5731625,-100.2268782
614,"Bahía de guantánamo,Rincón de la Primavera,Monterrey,Nuevo León,México",25.5731625,-100.2268782
615,"Bahía de la Paz 3704, Rincón de la Primavera, Monterrey",25.5732592,-100.2788489
616,"Bahía de Panamá 3728, Rincon De La Primavera, Monterrey, Nuevo Leon",25.573369,-100.2372012
617,"Bahía de Panamá 3732, Rincon De La Primavera, 64835 Monterrey, N.L., México",25.5735044,-100.2353488
618,"Bahía de Panamá 3749, Rincon De La Primavera, 64835 Monterrey, N.L., México, Monterrey",25.57367515,-100.2807008
619,"Bahía de panama 3749,Rincón de la Primavera,Monterrey,Nuevo León,México",25.57367575,-100.2807015
620,"Bahía de Vizcaíno 4308, Las Brisas 4o. Sector, 64780 Monterrey, N.L.",25.5736759,-100.2807016
621,"Bahía de Vizcaíno 4339, Las Brisas 4o. Sector, 64780 Monterrey, N.L., México",25.5736759,-100.2807016
622,"Bahía de vizcaíno 4341,Las Brisas,Monterrey,Nuevo León,México",25.57368573,-100.276653
623,"Bahía de Vizcaíno 4397, Las Brisas 4o. Sector, 64780 Monterrey, N.L., México",25.5736859,-100.2766532
624,"Bahía de Vizcaíno 4514, Las Brisas 4o. Sector, 64780 Monterrey, N.L., México",25.5737249,-100.2285746
625,"Bahía del Geógrafo 3505, Rincon De La Primavera, Monterrey, Nuevo Leon",25.57372491,-100.2285746
626,"bahia del vizcaíno 5414,Las Brisas,Monterrey,Nuevo León,México",25.57373926,-100.2354583
627,"bahía dorada  3741, Rincón de la Primavera, Bahía Dorada, Rincon De La Primavera, 64835 Monterrey, N.L., México",25.57375227,-100.2440269
628,"Bahía Dorada 3717, Rincon De La Primavera, 64835 Monterrey, N.L., México",25.573753,-100.2314137
629,"bahía dorada 3724,Rincón de la Primavera,Monterrey,Nuevo León,México",25.5737633,-100.2285313
630,"Bahía dorada 3741,Rincón de la Primavera,Monterrey,Nuevo León,México",25.57376332,-100.2285313
631,"Bahía dorada 3741,Rincón de la Primavera,Monterrey,Nuevo León,México",25.5737718,-100.2743975
632,"bahía escondida  1500, Riberas del Río, Bahía Escondida 1500, Rosita, Guadalupe, N.L., México",25.5737768,-100.2743909
633,"Bahía Grande 3751, Rincon De La Primavera, 64835 Monterrey, N.L., Mexico",25.5738043,-100.2716165
634,"Bahía Grande 3752, Rincon De La Primavera, 64835 Monterrey, N.L., México",25.573815,-100.274359
635,"Bahía Grande 3752, Rincon De La Primavera, 64835 Monterrey, N.L., México",25.5738292,-100.2734166
636,"Bahía Grande 3801, Rincon De La Primavera, 64835 Monterrey, N.L.",25.5738292,-100.2734166
637,"Bahía Grande,Rincón de la Primavera,Monterrey,Nuevo León,México",25.573849,-100.275671
638,"Bahía Guantánamo 3416, Rincon De La Primavera, 64835 Monterrey, N.L.",25.5739215,-100.2344473
639,"Bahía Guantánamo 3500,Rincón de la Primavera,Monterrey,Nuevo León,México",25.57395869,-100.2789227
640,"BAHIA LA PALMA 3469, RINCON DE LA PRIMAVERA, MONTERREY",25.5740391,-100.2347795
641,"Baja California 417, Independencia, Monterrey, N.L., México",25.5740391,-100.2347795
642,"Baja Vista 202A, Linda Vista, Guadalupe, Nuevo León",25.5740488,-100.2357691
643,"BALADRE 213 COLONIA  COLONIA LADERAS , MONTERREY ",25.5740531,-100.2357654
644,"Baladre, Sin Nombre de Col 51, Monterrey, Nuevo León",25.57411,-100.237374
645,"Balanza 841, San Bernabé XV Sector, 64106 Monterrey, N.L., México",25.5741171,-100.2373828
646,"Balcanes 14, Cordillera, Santa Catarina, N.L.",25.5741171,-100.2373828
647,"Balcanes 32, Cordillera, Santa Catarina, Nuevo Leon",25.5741171,-100.2373828
648,"Balcanes 39, Cordillera, 66196 Santa Catarina, Nuevo León, México",25.57424086,-100.2351017
649,"Balcanes 39, Cordillera, 66196 Santa Catarina, Nuevo León, México",25.57424086,-100.2351017
650,"Balcanes, Cordillera, Santa Catarina, N.L.",25.574244,-100.2360515
651,"Balche 110, Fraccionamiento Maya, GUADALUPE",25.57432174,-100.2363941
652,"balcon de la cañada 3004,Altavista Invernadero,Monterrey,Nuevo León,México",25.5744336,-100.0267984
653,"Balcón de La Loma 2950, Balcones de Alta Vista, 64770 Monterrey, N.L., México",25.5744336,-100.0267984
654,"BALCÓN DE LA PEÑA 2902 ALTOS, BALCONES DE ALTA VISTA, 64770 MONTERREY NL, Mexico",25.5744354,-100.236355
655,"Balcón de La Sierra 2905, Balcones de Alta Vista, 64770 Monterrey, N.L., México",25.5744627,-100.2762007
656,"Balcón de La Sierra 2920, Balcones de Alta Vista, 64770 Monterrey, N.L., México",25.57446284,-100.2762005
657,"Balcón de La Sierra 2920, Balcones de Alta Vista, 64770 Monterrey, N.L., México, Monterrey",25.57446284,-100.2762005
658,"Balcón de La Sierra 2920, Balcones de Alta Vista, 64770 Monterrey, N.L., México, Monterrey",25.5745173,-100.2774458
659,"Balcón de La Sierra 2927, Balcones de Alta Vista, Monterrey, N.L., México",25.574555,-100.2750466
660,"Balcón de La Sierra 2937, Balcones de Alta Vista, 64770 Monterrey, N.L., México",25.57455703,-100.2355213
661,"Balcón del Pinal 3224, Balcones de Alta Vista, 64770 Monterrey, N.L., México, Monterrey",25.574644,-100.27795
662,"Balcón del Río 3016, Alta Vista Sur, 64740 Monterrey, N.L., México",25.57466062,-100.2796958
663,"Balcón del Río 3033, Alta Vista Sur, 64740 Monterrey, N.L.",25.574693,-100.277919
664,"Balcones 118, Cd Satélite, 64960 Monterrey, N.L.",25.5747228,-100.27479
665,"Balcones 118, Cd Satélite, 64960 Monterrey, N.L., México",25.574737,-100.277882
666,"Balcones 118, Cd Satélite, 64960 Monterrey, N.L., México, Monterrey",25.574739,-100.277967
667,"Balcones 118, Cd Satélite, 64960 Monterrey, N.L., México, Monterrey",25.574743,-100.277946
668,"balcones 118,Ciudad Satélite,Monterrey,Nuevo León,México",25.57478808,-100.2380654
